FB,182.86,183.17,177.985,176.7375,174.91,173.68,172.195,174.335,178.095,180.51005,179.51,177.89,178.205,179.02005,179.4267,180.525,179.15,178.585,177.865,176.88,175.835,177.35,178.30835,177.655,179.565,183.055,185.1548,185.915,187.615,187.95,186.76,187.89,179.44,179.895,177.56,179.03,181.2701,182.9,187.55,188.59,187.61,188.405,187.23505,185.01,187.525,191.605,192.095,185.61,181.755,182.51585,176.66075,172.04,174.6925,174.535,176.51095,178.67,178.09,176.53,178.835,178.81,181.45,184.4414,183.08,180.51,177.265,175.05,178.51875,180.745,180.945,182.925,184.36,185.16,183.55,183.05,183.095,184.37,173.615,166.075,168.35,166.995,163.06,155.06,156.8,153.34,157.78,156.6555,154.1,153.035,159.1125,159.115
SNAP,13.12,13.38,13.62035,13.68,13.655,13.5425,14.56,14.705,14.525,14.865,15.6875,15.825,15.985,16.105,15.835,16.15195,15.845,15.68,15.44,15.15,14.98505,14.94,14.91735,14.72,14.81,15.05,14.637,14.565,13.93,14.145,14.2955,14.705,14.12,13.755,13.585,13.82,14.03,13.935,14.4,14.525,14,13.61,13.52035,13.275,13.44,13.69995,13.7,13.675,13.835,19.09,19.795,18.884,18.95,18.7175,19.03,20.075,20.25,19.185,18.785,17.79,17.635,17.295,16.88,17.175,17.1425,17.405,18,18.17,18.16,17.895,17.84,18.065,17.725,17.73,17.395,17.014,16.605,16.05,16.4925,16.495,16.435,16.225,16.405,15.815,15.885,15.09,14.35,14.2,14.5775,14.275
GM,44.185,44.6107,44.57,43.615,42.56,43.16765,42.79,42.415,41.965,42.0724,41.745,41.515,41.65,41.07,41.125,41.785,42.62,42.585,42.44,42.06,41.86,41.575,41.32,41.2911,41.51,42.575,43.63,44.3,44.05505,44.165,43.375,43.7125,44.18,44.635,43.835,43.915,43.565,43.12,43.1725,43.925,43.7275,43.2775,43.3812,42.87,42.545,42.275,41.56,40.59,41.115,42.605,41.725,41.1,42.115,41.72,41.42,41.8025,41.64,40.96,40.90505,40.85,40.86,41.185,40.83,39.7325,38.5,37.1,37.505,37.80995,37.5,37.575,37.87,37.785,38.20495,38.13,37.79,37.92,37.26,37,37.56,36.8,35.86,35.6675,35.265,35.345,36.1075,35.745,36.87,37.04,38.185,37.68
TM,126.1354,126.64,126.585,126.545,124.635,124.3325,123.985,122.955,123.215,124.26,123.955,124.16,124.975,125.33,124.415,127.0875,127.25,127.67,128.25,128.04,127.9875,128.085,127.975,127.775,127.8,129.3978,131.73,133.475,134.205,133.46,136.69,136.27,136.82,138.545,140.32,138.86,139.835,139.04,139.288,139.075,138.575,139.32,139.96135,139.76,137.835,138.735,137.78995,133.71,136.365,137.815,136.35,135.33375,137.965,134.545,133.87,134.73,136.33,135.995,135.655,135.57,136.405,137.81,136.985,135.395,131.53,129.665,130.19,131.29,129.205,129.27,128.995,130.52,130.4175,130.54,130.465,130.155,128.3,128.955,129.535,127.8,125.59,126.37,128.83,128.94,130.015,127.4,127.695,126.8425,127.41,125.4776
GOOGL,1063.905,1067.27,1044.21,1037.105,1027.07,1020.28,1019.5,1027.445,1042.14,1051.14,1050.06,1053.685,1051.03,1060.34,1067.67,1078.43,1078.62,1074.915,1073.26,1069.68,1063.75,1063.325,1059.11,1055.375,1064.5,1084.765,1099.17,1107.69,1114.58,1113.32,1108.38,1110.665,1119.655,1137.77,1131.405,1132.525,1138.14,1154.35,1172.88,1177.225,1178.42,1177.795,1191.03,1181.22,1179.21,1178.405,1121.235,1085.865,1058.695,1070.575,1034.315,1024.36,1055.53,1054.07,1062.635,1080.665,1099.93,1103.145,1121.855,1115.305,1118.72,1136.77,1130.52,1115.325,1089.28,1068.5,1086.725,1100.065,1103.055,1124.32,1147.645,1168.68,1156.285,1151.055,1149.08,1144.085,1104.145,1093.985,1097.955,1066.78,1045.825,1034.925,1031.08,1004.495,1026.045,1016.89,1011.1225,1014.625,1035.355,1021.125
MSFT,83.64,84.54,84.0461,83.93,84.015,82.56495,81.83005,82.285,82.4,83.955,84.745,85.565,85.585,85.20195,85.985,86.86495,85.81,85.505,85.75,85.275,85.2823,85.5975,85.74,85.775,85.905,86.24,87.115,87.92,88.0923,88.2936,87.8,87.685,89.115,89.4002,89.515,90.165,90.135,90.68,91.92,92.505,92.585,93.32,94.585,92.88,94.455,94.82565,92.735,90.62,88.3625,90.485,87.3175,86.38,88.85475,88.9,89.7,91.67,92.65,92.035,92.42475,92.045,93.215,94.85,95.02,94.6675,93.205,92.005,93.265,93.7155,93.1853,94.4325,95.77,96.625,95.605,94.455,93.705,94.65,93.005,93.385,93.13,90.705,88.77,92.2,91.8245,90.0515,90.345,89.195,88.97,90.245,92.2325,90.97
SNP,72.521,72.4415,71.61,72.03,71.01835,71.345,71.565,69.915,70.08495,70.575,71.05,70.78,71.575,71.2,70.455,70.975,71.24,71.647,72.905,73.50995,73.83,73.84,73.445,73.46,75.6405,76.305,78.865,79.51,79.82775,80.53,81.5,82.155,83.615,83.3,83.195,83.02,83.715,83.685,83.855,87.96,89.23,89.25,89.07,86.485,86.69,86.3275,87.415,84.55,83.9,81.805,79.49,76.5,78.28985,76.695,78.615,80.125,81.15,79.37,82.385,81.51,83,84.31,82.5,80.23,79.6475,78.765,79.105,80.19,78.81,81.175,81.945,81.5,81.395,82.285,82.0815,82.6,82.45,84.44,86.135,84.2405,84.015,87.835,87.035,85.70595,87.92,87.07,90.8772,89.98,91.665,91.4928
XOM,81.21,81.6545,81.895,82.905,83.27,83.5875,83.24,82.705,82.395,82.58,82.995,83.04,82.89,83.11,83.075,83.2922,82.75,82.83005,83.615,83.81,84.13,83.92,83.925,83.92,84.4275,85.8925,86.825,86.2925,86.8767,86.9,86.585,86.65,87.585,87.18,87.57,87.765,87.185,87.67,88.1,88.464,88.535,88.735,88.625,87.58,86.9,88.3,84.5039,81.06,78.625,78.165,76.805,75.19,76.731,76.24,75.9125,76.075,76.485,76.4655,75.6525,76.0125,76.785,78.245,78.685,76.975,75.7679,75.175,75.8405,76.4205,74.4,74.23,74.635,75.135,75.035,74.16,74.55,74.74,74.4375,74.325,74.81,74.045,73.44,73.4524,74.08495,73.395,74.075,73.2775,74.12,74.25,75.67,75.1675
